BLcode,WBcode,region_code,country,year,sex,priad,secad,ter
127,"CHE","Advanced Economies","Switzerland",1845,"M",74.81,2.20,0.15
127,"CHE","Advanced Economies","Switzerland",1850,"M",77.42,2.69,0.18
127,"CHE","Advanced Economies","Switzerland",1855,"M",80.03,3.28,0.22
127,"CHE","Advanced Economies","Switzerland",1860,"M",82.65,4.00,0.27
127,"CHE","Advanced Economies","Switzerland",1865,"M",85.26,4.90,0.33
127,"CHE","Advanced Economies","Switzerland",1870,"M",87.87,6.01,0.41
127,"CHE","Advanced Economies","Switzerland",1875,"M",90.48,7.26,0.50
127,"CHE","Advanced Economies","Switzerland",1880,"M",93.10,8.74,0.60
127,"CHE","Advanced Economies","Switzerland",1885,"M",96.79,11.37,0.74
127,"CHE","Advanced Economies","Switzerland",1890,"M",85.81,12.15,0.84
127,"CHE","Advanced Economies","Switzerland",1895,"M",81.73,12.85,1.00
127,"CHE","Advanced Economies","Switzerland",1900,"M",78.04,13.44,1.20
127,"CHE","Advanced Economies","Switzerland",1905,"M",93.36,14.66,1.56
127,"CHE","Advanced Economies","Switzerland",1910,"M",87.73,17.87,1.76
127,"CHE","Advanced Economies","Switzerland",1915,"M",91.24,17.43,1.61
127,"CHE","Advanced Economies","Switzerland",1920,"M",88.81,17.87,1.55
127,"CHE","Advanced Economies","Switzerland",1925,"M",85.99,18.15,1.27
127,"CHE","Advanced Economies","Switzerland",1930,"M",87.05,14.97,1.46
127,"CHE","Advanced Economies","Switzerland",1935,"M",93.65,8.00,1.70
127,"CHE","Advanced Economies","Switzerland",1940,"M",89.51,6.41,2.06
127,"CHE","Advanced Economies","Switzerland",1945,"M",78.79,4.45,2.96
127,"CHE","Advanced Economies","Switzerland",1950,"M",84.25,38.75,4.21
127,"CHE","Advanced Economies","Switzerland",1955,"M",87.21,45.15,3.77
127,"CHE","Advanced Economies","Switzerland",1960,"M",99.99,18.02,11.18
127,"CHE","Advanced Economies","Switzerland",1965,"M",79.28,25.10,13.28
127,"CHE","Advanced Economies","Switzerland",1970,"M",77.46,54.34,15.01
127,"CHE","Advanced Economies","Switzerland",1975,"M",83.84,67.42,19.36
127,"CHE","Advanced Economies","Switzerland",1980,"M",89.37,82.31,25.44
127,"CHE","Advanced Economies","Switzerland",1985,"M",91.14,99.60,28.17
127,"CHE","Advanced Economies","Switzerland",1990,"M",92.05,81.89,32.84
127,"CHE","Advanced Economies","Switzerland",1995,"M",99.99,91.09,39.38
127,"CHE","Advanced Economies","Switzerland",2000,"M",99.99,95.70,43.98
127,"CHE","Advanced Economies","Switzerland",2005,"M",99.99,92.62,49.97
127,"CHE","Advanced Economies","Switzerland",2010,"M",99.99,93.58,53.98
128,"TUR","Advanced Economies","Turkey",1820,"M",0.04,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1825,"M",0.05,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1830,"M",0.07,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1835,"M",0.10,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1840,"M",0.14,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1845,"M",0.18,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1850,"M",0.25,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1855,"M",0.33,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1860,"M",0.45,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1865,"M",0.61,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1870,"M",0.82,0.01,0.02
128,"TUR","Advanced Economies","Turkey",1875,"M",1.11,0.01,0.02
128,"TUR","Advanced Economies","Turkey",1880,"M",1.49,0.01,0.03
128,"TUR","Advanced Economies","Turkey",1885,"M",2.00,0.02,0.04
128,"TUR","Advanced Economies","Turkey",1890,"M",2.68,0.02,0.05
128,"TUR","Advanced Economies","Turkey",1895,"M",3.59,0.03,0.07
128,"TUR","Advanced Economies","Turkey",1900,"M",4.79,0.04,0.09
128,"TUR","Advanced Economies","Turkey",1905,"M",6.36,0.06,0.12
128,"TUR","Advanced Economies","Turkey",1910,"M",8.40,0.09,0.16
128,"TUR","Advanced Economies","Turkey",1915,"M",11.02,0.12,0.22
128,"TUR","Advanced Economies","Turkey",1920,"M",14.32,0.17,0.29
128,"TUR","Advanced Economies","Turkey",1925,"M",22.99,0.97,0.29
128,"TUR","Advanced Economies","Turkey",1930,"M",22.32,2.28,0.40
128,"TUR","Advanced Economies","Turkey",1935,"M",29.52,3.84,0.63
128,"TUR","Advanced Economies","Turkey",1940,"M",38.03,5.73,0.88
128,"TUR","Advanced Economies","Turkey",1945,"M",56.42,5.27,1.16
128,"TUR","Advanced Economies","Turkey",1950,"M",69.25,4.75,1.16
128,"TUR","Advanced Economies","Turkey",1955,"M",72.95,7.23,1.64
128,"TUR","Advanced Economies","Turkey",1960,"M",71.22,15.01,4.48
128,"TUR","Advanced Economies","Turkey",1965,"M",71.54,17.62,6.67
128,"TUR","Advanced Economies","Turkey",1970,"M",73.76,30.04,9.67
128,"TUR","Advanced Economies","Turkey",1975,"M",72.75,29.83,15.82
128,"TUR","Advanced Economies","Turkey",1980,"M",55.92,38.76,9.13
128,"TUR","Advanced Economies","Turkey",1985,"M",68.19,43.86,11.87
128,"TUR","Advanced Economies","Turkey",1990,"M",99.99,55.83,17.26
128,"TUR","Advanced Economies","Turkey",1995,"M",99.99,49.51,22.12
128,"TUR","Advanced Economies","Turkey",2000,"M",99.99,83.14,29.00
128,"TUR","Advanced Economies","Turkey",2005,"M",99.99,81.39,37.95
128,"TUR","Advanced Economies","Turkey",2010,"M",99.99,82.06,61.90
66,"USA","Advanced Economies","USA",1820,"M",41.38,5.67,0.92
66,"USA","Advanced Economies","USA",1825,"M",42.94,6.48,1.11
66,"USA","Advanced Economies","USA",1830,"M",57.60,7.40,1.33
66,"USA","Advanced Economies","USA",1835,"M",55.75,8.51,1.11
66,"USA","Advanced Economies","USA",1840,"M",56.31,9.76,1.06
66,"USA","Advanced Economies","USA",1845,"M",68.53,11.15,0.87
66,"USA","Advanced Economies","USA",1850,"M",80.47,12.71,0.82
66,"USA","Advanced Economies","USA",1855,"M",88.03,14.47,1.01
66,"USA","Advanced Economies","USA",1860,"M",99.99,16.45,1.23
66,"USA","Advanced Economies","USA",1865,"M",99.99,18.70,1.38
66,"USA","Advanced Economies","USA",1870,"M",99.99,21.21,1.59
66,"USA","Advanced Economies","USA",1875,"M",99.99,20.26,2.12
66,"USA","Advanced Economies","USA",1880,"M",99.99,24.31,3.04
66,"USA","Advanced Economies","USA",1885,"M",99.99,19.42,2.69
66,"USA","Advanced Economies","USA",1890,"M",99.99,18.59,2.75
66,"USA","Advanced Economies","USA",1895,"M",99.99,18.92,3.03
66,"USA","Advanced Economies","USA",1900,"M",99.99,19.31,3.39
66,"USA","Advanced Economies","USA",1905,"M",99.99,16.96,3.22
66,"USA","Advanced Economies","USA",1910,"M",99.99,16.22,3.65
66,"USA","Advanced Economies","USA",1915,"M",99.99,19.03,3.47
66,"USA","Advanced Economies","USA",1920,"M",99.99,23.97,4.65
66,"USA","Advanced Economies","USA",1925,"M",99.99,32.17,6.51
66,"USA","Advanced Economies","USA",1930,"M",99.99,47.22,7.04
66,"USA","Advanced Economies","USA",1935,"M",99.99,49.98,7.09
66,"USA","Advanced Economies","USA",1940,"M",99.99,47.94,7.83
66,"USA","Advanced Economies","USA",1945,"M",99.99,44.18,8.84
66,"USA","Advanced Economies","USA",1950,"M",99.99,28.01,14.32
66,"USA","Advanced Economies","USA",1955,"M",99.99,29.45,17.01
66,"USA","Advanced Economies","USA",1960,"M",99.99,76.38,40.32
66,"USA","Advanced Economies","USA",1965,"M",95.92,79.93,48.96
66,"USA","Advanced Economies","USA",1970,"M",95.92,79.92,57.75
66,"USA","Advanced Economies","USA",1975,"M",50.90,81.72,61.80
66,"USA","Advanced Economies","USA",1980,"M",94.00,79.05,53.92
66,"USA","Advanced Economies","USA",1985,"M",96.00,88.03,56.18
66,"USA","Advanced Economies","USA",1990,"M",98.00,77.04,66.94
66,"USA","Advanced Economies","USA",1995,"M",96.12,82.20,70.57
66,"USA","Advanced Economies","USA",2000,"M",99.99,86.05,58.42
66,"USA","Advanced Economies","USA",2005,"M",99.99,87.10,66.59
66,"USA","Advanced Economies","USA",2010,"M",99.00,86.05,86.26
129,"GBR","Advanced Economies","United Kingdom",1820,"M",13.06,0.04,0.05
129,"GBR","Advanced Economies","United Kingdom",1825,"M",14.48,0.05,0.07
129,"GBR","Advanced Economies","United Kingdom",1830,"M",16.02,0.06,0.08
129,"GBR","Advanced Economies","United Kingdom",1835,"M",17.69,0.08,0.10
129,"GBR","Advanced Economies","United Kingdom",1840,"M",19.50,0.11,0.13
129,"GBR","Advanced Economies","United Kingdom",1845,"M",21.45,0.15,0.16
129,"GBR","Advanced Economies","United Kingdom",1850,"M",23.53,0.19,0.20
129,"GBR","Advanced Economies","United Kingdom",1855,"M",24.52,0.26,0.24
129,"GBR","Advanced Economies","United Kingdom",1860,"M",25.78,0.34,0.30
129,"GBR","Advanced Economies","United Kingdom",1865,"M",13.48,0.45,0.35
129,"GBR","Advanced Economies","United Kingdom",1870,"M",39.00,0.59,0.58
129,"GBR","Advanced Economies","United Kingdom",1875,"M",51.90,0.78,0.59
129,"GBR","Advanced Economies","United Kingdom",1880,"M",98.06,1.03,0.80
129,"GBR","Advanced Economies","United Kingdom",1885,"M",88.99,1.36,0.75
129,"GBR","Advanced Economies","United Kingdom",1890,"M",99.99,1.80,0.80
129,"GBR","Advanced Economies","United Kingdom",1895,"M",99.99,2.01,0.57
129,"GBR","Advanced Economies","United Kingdom",1900,"M",99.99,2.83,0.80
129,"GBR","Advanced Economies","United Kingdom",1905,"M",99.99,2.70,0.77
129,"GBR","Advanced Economies","United Kingdom",1910,"M",99.99,3.39,0.57
129,"GBR","Advanced Economies","United Kingdom",1915,"M",99.99,2.33,0.82
129,"GBR","Advanced Economies","United Kingdom",1920,"M",99.99,4.69,1.57
129,"GBR","Advanced Economies","United Kingdom",1925,"M",99.99,6.45,1.33
129,"GBR","Advanced Economies","United Kingdom",1930,"M",99.99,22.24,1.35
129,"GBR","Advanced Economies","United Kingdom",1935,"M",99.99,26.50,1.33
129,"GBR","Advanced Economies","United Kingdom",1940,"M",84.96,24.79,0.67
129,"GBR","Advanced Economies","United Kingdom",1945,"M",69.99,23.09,1.14
129,"GBR","Advanced Economies","United Kingdom",1950,"M",99.99,31.96,2.01
129,"GBR","Advanced Economies","United Kingdom",1955,"M",99.99,37.56,2.04
129,"GBR","Advanced Economies","United Kingdom",1960,"M",74.01,59.69,13.83
129,"GBR","Advanced Economies","United Kingdom",1965,"M",74.16,60.60,16.88
129,"GBR","Advanced Economies","United Kingdom",1970,"M",98.00,66.04,18.57
129,"GBR","Advanced Economies","United Kingdom",1975,"M",98.00,78.00,23.54
129,"GBR","Advanced Economies","United Kingdom",1980,"M",95.05,79.04,24.93
129,"GBR","Advanced Economies","United Kingdom",1985,"M",97.00,79.07,23.26
129,"GBR","Advanced Economies","United Kingdom",1990,"M",96.05,79.04,30.98
129,"GBR","Advanced Economies","United Kingdom",1995,"M",99.99,91.03,45.83
129,"GBR","Advanced Economies","United Kingdom",2000,"M",99.99,93.03,53.05
129,"GBR","Advanced Economies","United Kingdom",2005,"M",99.99,95.05,50.28
129,"GBR","Advanced Economies","United Kingdom",2010,"M",99.99,98.05,52.42
310,"KHM","Asia and the Pacific","Cambodia",1820,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1825,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1830,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1835,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1840,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1845,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1850,"M",0.01,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1855,"M",0.02,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1860,"M",0.03,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1865,"M",0.04,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1870,"M",0.06,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1875,"M",0.08,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1880,"M",0.12,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1885,"M",0.17,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1890,"M",0.24,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1895,"M",0.35,0.01,0.01
310,"KHM","Asia and the Pacific","Cambodia",1900,"M",0.49,0.02,0.01
310,"KHM","Asia and the Pacific","Cambodia",1905,"M",0.70,0.02,0.01
310,"KHM","Asia and the Pacific","Cambodia",1910,"M",0.99,0.03,0.01
310,"KHM","Asia and the Pacific","Cambodia",1915,"M",1.40,0.05,0.01
310,"KHM","Asia and the Pacific","Cambodia",1920,"M",1.98,0.07,0.01
310,"KHM","Asia and the Pacific","Cambodia",1925,"M",2.79,0.11,0.01
310,"KHM","Asia and the Pacific","Cambodia",1930,"M",3.91,0.15,0.01
310,"KHM","Asia and the Pacific","Cambodia",1935,"M",14.71,0.09,0.01
310,"KHM","Asia and the Pacific","Cambodia",1940,"M",17.15,0.15,0.02
310,"KHM","Asia and the Pacific","Cambodia",1945,"M",23.51,0.19,0.03
310,"KHM","Asia and the Pacific","Cambodia",1950,"M",38.28,0.32,0.05
310,"KHM","Asia and the Pacific","Cambodia",1955,"M",92.45,1.57,0.08
310,"KHM","Asia and the Pacific","Cambodia",1960,"M",89.90,5.95,0.35
310,"KHM","Asia and the Pacific","Cambodia",1965,"M",87.27,10.36,0.62
310,"KHM","Asia and the Pacific","Cambodia",1970,"M",84.66,14.76,0.90
310,"KHM","Asia and the Pacific","Cambodia",1975,"M",82.14,19.24,1.18
310,"KHM","Asia and the Pacific","Cambodia",1980,"M",79.90,24.70,1.57
310,"KHM","Asia and the Pacific","Cambodia",1985,"M",77.09,28.66,1.78
310,"KHM","Asia and the Pacific","Cambodia",1990,"M",74.07,32.60,1.87
310,"KHM","Asia and the Pacific","Cambodia",1995,"M",79.28,26.25,2.59
310,"KHM","Asia and the Pacific","Cambodia",2000,"M",84.44,20.17,3.02
310,"KHM","Asia and the Pacific","Cambodia",2005,"M",99.99,29.29,4.01
310,"KHM","Asia and the Pacific","Cambodia",2010,"M",99.99,43.53,17.98
83,"CHN","Asia and the Pacific","China",1820,"M",0.01,0.01,0.01
83,"CHN","Asia and the Pacific","China",1825,"M",0.02,0.01,0.01
83,"CHN","Asia and the Pacific","China",1830,"M",0.02,0.01,0.01
83,"CHN","Asia and the Pacific","China",1835,"M",0.03,0.01,0.01
83,"CHN","Asia and the Pacific","China",1840,"M",0.05,0.01,0.01
83,"CHN","Asia and the Pacific","China",1845,"M",0.07,0.01,0.01
83,"CHN","Asia and the Pacific","China",1850,"M",0.10,0.01,0.01
83,"CHN","Asia and the Pacific","China",1855,"M",0.14,0.01,0.01
83,"CHN","Asia and the Pacific","China",1860,"M",0.20,0.01,0.01
83,"CHN","Asia and the Pacific","China",1865,"M",0.28,0.02,0.01
83,"CHN","Asia and the Pacific","China",1870,"M",0.40,0.02,0.01
83,"CHN","Asia and the Pacific","China",1875,"M",0.57,0.03,0.01
83,"CHN","Asia and the Pacific","China",1880,"M",0.80,0.05,0.01
83,"CHN","Asia and the Pacific","China",1885,"M",1.13,0.07,0.01
83,"CHN","Asia and the Pacific","China",1890,"M",1.60,0.09,0.01
83,"CHN","Asia and the Pacific","China",1895,"M",2.25,0.13,0.01
83,"CHN","Asia and the Pacific","China",1900,"M",3.16,0.18,0.01
83,"CHN","Asia and the Pacific","China",1905,"M",4.43,0.25,0.02
83,"CHN","Asia and the Pacific","China",1910,"M",6.18,0.34,0.02
83,"CHN","Asia and the Pacific","China",1915,"M",8.58,0.41,0.03
83,"CHN","Asia and the Pacific","China",1920,"M",11.82,0.68,0.04
83,"CHN","Asia and the Pacific","China",1925,"M",17.76,1.10,0.05
83,"CHN","Asia and the Pacific","China",1930,"M",28.63,1.30,0.07
83,"CHN","Asia and the Pacific","China",1935,"M",34.42,1.02,0.13
83,"CHN","Asia and the Pacific","China",1940,"M",28.63,1.27,0.16
83,"CHN","Asia and the Pacific","China",1945,"M",43.13,1.73,0.48
83,"CHN","Asia and the Pacific","China",1950,"M",31.01,0.45,0.38
83,"CHN","Asia and the Pacific","China",1955,"M",59.38,0.45,0.79
83,"CHN","Asia and the Pacific","China",1960,"M",65.61,25.15,1.08
83,"CHN","Asia and the Pacific","China",1965,"M",65.60,28.04,1.23
83,"CHN","Asia and the Pacific","China",1970,"M",65.56,28.05,1.41
83,"CHN","Asia and the Pacific","China",1975,"M",99.99,54.11,1.64
83,"CHN","Asia and the Pacific","China",1980,"M",78.78,55.11,2.03
83,"CHN","Asia and the Pacific","China",1985,"M",98.77,41.90,4.01
83,"CHN","Asia and the Pacific","China",1990,"M",99.99,52.57,3.75
83,"CHN","Asia and the Pacific","China",1995,"M",99.92,70.28,6.52
83,"CHN","Asia and the Pacific","China",2000,"M",99.99,59.86,5.64
83,"CHN","Asia and the Pacific","China",2005,"M",99.99,67.00,18.93
83,"CHN","Asia and the Pacific","China",2010,"M",99.99,83.00,22.08
132,"FJI","Asia and the Pacific","Fiji",1820,"M",0.23,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1825,"M",0.31,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1830,"M",0.41,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1835,"M",0.55,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1840,"M",0.73,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1845,"M",0.98,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1850,"M",1.32,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1855,"M",1.76,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1860,"M",2.34,0.02,0.01
132,"FJI","Asia and the Pacific","Fiji",1865,"M",3.12,0.02,0.01
132,"FJI","Asia and the Pacific","Fiji",1870,"M",4.15,0.03,0.01
132,"FJI","Asia and the Pacific","Fiji",1875,"M",5.51,0.04,0.01
132,"FJI","Asia and the Pacific","Fiji",1880,"M",7.28,0.06,0.01
132,"FJI","Asia and the Pacific","Fiji",1885,"M",9.58,0.08,0.01
132,"FJI","Asia and the Pacific","Fiji",1890,"M",12.53,0.11,0.02
132,"FJI","Asia and the Pacific","Fiji",1895,"M",16.26,0.16,0.02
132,"FJI","Asia and the Pacific","Fiji",1900,"M",20.90,0.22,0.03
132,"FJI","Asia and the Pacific","Fiji",1905,"M",26.53,0.30,0.05
132,"FJI","Asia and the Pacific","Fiji",1910,"M",33.19,0.41,0.07
132,"FJI","Asia and the Pacific","Fiji",1915,"M",40.78,0.57,0.10
132,"FJI","Asia and the Pacific","Fiji",1920,"M",49.08,0.78,0.14
132,"FJI","Asia and the Pacific","Fiji",1925,"M",57.71,1.07,0.20
132,"FJI","Asia and the Pacific","Fiji",1930,"M",66.20,1.46,0.28
132,"FJI","Asia and the Pacific","Fiji",1935,"M",47.01,2.00,0.40
132,"FJI","Asia and the Pacific","Fiji",1940,"M",54.62,2.72,0.57
132,"FJI","Asia and the Pacific","Fiji",1945,"M",76.97,3.69,0.30
132,"FJI","Asia and the Pacific","Fiji",1950,"M",95.42,4.98,1.25
132,"FJI","Asia and the Pacific","Fiji",1955,"M",98.64,7.55,1.84
132,"FJI","Asia and the Pacific","Fiji",1960,"M",75.95,17.11,0.01
132,"FJI","Asia and the Pacific","Fiji",1965,"M",76.82,22.90,0.01
132,"FJI","Asia and the Pacific","Fiji",1970,"M",92.57,62.41,1.30
132,"FJI","Asia and the Pacific","Fiji",1975,"M",99.99,68.69,4.11
132,"FJI","Asia and the Pacific","Fiji",1980,"M",99.99,63.76,2.80
132,"FJI","Asia and the Pacific","Fiji",1985,"M",99.99,48.78,4.00
132,"FJI","Asia and the Pacific","Fiji",1990,"M",99.99,55.24,16.51
132,"FJI","Asia and the Pacific","Fiji",1995,"M",98.06,58.00,17.84
132,"FJI","Asia and the Pacific","Fiji",2000,"M",99.17,72.23,15.95
132,"FJI","Asia and the Pacific","Fiji",2005,"M",99.99,88.56,14.10
132,"FJI","Asia and the Pacific","Fiji",2010,"M",99.99,84.42,99.44
84,"HKG","Asia and the Pacific","Hong Kong, China",1820,"M",2.35,0.01,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1825,"M",2.90,0.02,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1830,"M",3.59,0.02,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1835,"M",4.43,0.03,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1840,"M",5.47,0.04,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1845,"M",6.73,0.05,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1850,"M",8.27,0.06,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1855,"M",10.14,0.08,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1860,"M",12.40,0.11,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1865,"M",15.12,0.14,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1870,"M",18.36,0.18,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1875,"M",22.20,0.23,0.02
84,"HKG","Asia and the Pacific","Hong Kong, China",1880,"M",26.69,0.30,0.02
84,"HKG","Asia and the Pacific","Hong Kong, China",1885,"M",31.87,0.39,0.03
84,"HKG","Asia and the Pacific","Hong Kong, China",1890,"M",37.79,0.50,0.04
84,"HKG","Asia and the Pacific","Hong Kong, China",1895,"M",31.82,0.65,0.06
84,"HKG","Asia and the Pacific","Hong Kong, China",1900,"M",25.67,0.84,0.09
84,"HKG","Asia and the Pacific","Hong Kong, China",1905,"M",22.95,1.09,0.12
84,"HKG","Asia and the Pacific","Hong Kong, China",1910,"M",19.94,1.41,0.17
84,"HKG","Asia and the Pacific","Hong Kong, China",1915,"M",25.98,1.83,0.24
84,"HKG","Asia and the Pacific","Hong Kong, China",1920,"M",31.57,2.36,0.33
84,"HKG","Asia and the Pacific","Hong Kong, China",1925,"M",59.05,3.03,0.47
84,"HKG","Asia and the Pacific","Hong Kong, China",1930,"M",85.86,3.90,0.65
84,"HKG","Asia and the Pacific","Hong Kong, China",1935,"M",85.88,5.00,0.69
84,"HKG","Asia and the Pacific","Hong Kong, China",1940,"M",60.61,6.38,0.43
84,"HKG","Asia and the Pacific","Hong Kong, China",1945,"M",62.39,8.12,0.09
84,"HKG","Asia and the Pacific","Hong Kong, China",1950,"M",33.47,10.27,0.83
84,"HKG","Asia and the Pacific","Hong Kong, China",1955,"M",26.27,16.37,1.12
84,"HKG","Asia and the Pacific","Hong Kong, China",1960,"M",61.77,20.74,4.87
84,"HKG","Asia and the Pacific","Hong Kong, China",1965,"M",82.86,33.62,6.16
84,"HKG","Asia and the Pacific","Hong Kong, China",1970,"M",87.00,36.65,9.71
84,"HKG","Asia and the Pacific","Hong Kong, China",1975,"M",92.95,47.87,14.44
84,"HKG","Asia and the Pacific","Hong Kong, China",1980,"M",94.05,60.13,13.94
84,"HKG","Asia and the Pacific","Hong Kong, China",1985,"M",95.00,60.25,16.96
84,"HKG","Asia and the Pacific","Hong Kong, China",1990,"M",99.99,78.42,22.49
84,"HKG","Asia and the Pacific","Hong Kong, China",1995,"M",93.15,67.23,24.19
84,"HKG","Asia and the Pacific","Hong Kong, China",2000,"M",98.72,70.66,28.08
84,"HKG","Asia and the Pacific","Hong Kong, China",2005,"M",95.94,76.02,32.00
84,"HKG","Asia and the Pacific","Hong Kong, China",2010,"M",98.01,81.94,59.12
85,"IND","Asia and the Pacific","India",1820,"M",0.18,0.13,0.01
85,"IND","Asia and the Pacific","India",1825,"M",0.22,0.16,0.01
85,"IND","Asia and the Pacific","India",1830,"M",0.28,0.19,0.01
85,"IND","Asia and the Pacific","India",1835,"M",0.35,0.23,0.01
85,"IND","Asia and the Pacific","India",1840,"M",0.44,0.27,0.01
85,"IND","Asia and the Pacific","India",1845,"M",0.55,0.33,0.01
85,"IND","Asia and the Pacific","India",1850,"M",0.69,0.39,0.02
85,"IND","Asia and the Pacific","India",1855,"M",0.86,0.47,0.02
85,"IND","Asia and the Pacific","India",1860,"M",1.08,0.57,0.03
85,"IND","Asia and the Pacific","India",1865,"M",1.84,0.68,0.03
85,"IND","Asia and the Pacific","India",1870,"M",2.59,0.82,0.04
85,"IND","Asia and the Pacific","India",1875,"M",5.46,0.99,0.05
85,"IND","Asia and the Pacific","India",1880,"M",8.32,1.18,0.06
85,"IND","Asia and the Pacific","India",1885,"M",10.11,1.71,0.07
85,"IND","Asia and the Pacific","India",1890,"M",10.84,1.85,0.10
85,"IND","Asia and the Pacific","India",1895,"M",12.06,1.88,0.11
85,"IND","Asia and the Pacific","India",1900,"M",12.37,1.96,0.13
85,"IND","Asia and the Pacific","India",1905,"M",13.94,2.19,0.14
85,"IND","Asia and the Pacific","India",1910,"M",17.63,2.68,0.17
85,"IND","Asia and the Pacific","India",1915,"M",17.88,3.21,0.30
85,"IND","Asia and the Pacific","India",1920,"M",20.63,4.02,0.33
85,"IND","Asia and the Pacific","India",1925,"M",22.88,4.87,0.44
85,"IND","Asia and the Pacific","India",1930,"M",28.16,6.07,0.42
85,"IND","Asia and the Pacific","India",1935,"M",29.55,5.91,0.47
85,"IND","Asia and the Pacific","India",1940,"M",32.09,6.16,0.56
85,"IND","Asia and the Pacific","India",1945,"M",30.21,7.66,0.72
85,"IND","Asia and the Pacific","India",1950,"M",48.80,11.92,1.35
85,"IND","Asia and the Pacific","India",1955,"M",58.45,16.11,2.12
85,"IND","Asia and the Pacific","India",1960,"M",72.42,27.02,4.34
85,"IND","Asia and the Pacific","India",1965,"M",81.96,34.66,9.38
85,"IND","Asia and the Pacific","India",1970,"M",68.99,27.32,14.01
85,"IND","Asia and the Pacific","India",1975,"M",75.13,26.58,12.61
85,"IND","Asia and the Pacific","India",1980,"M",73.08,29.58,12.26
85,"IND","Asia and the Pacific","India",1985,"M",86.93,31.82,8.00
85,"IND","Asia and the Pacific","India",1990,"M",86.28,41.45,7.65
85,"IND","Asia and the Pacific","India",1995,"M",99.99,44.43,7.87
85,"IND","Asia and the Pacific","India",2000,"M",98.93,51.02,12.77
85,"IND","Asia and the Pacific","India",2005,"M",99.99,52.11,12.85
85,"IND","Asia and the Pacific","India",2010,"M",99.99,61.64,20.75
86,"IDN","Asia and the Pacific","Indonesia",1820,"M",0.02,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1825,"M",0.03,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1830,"M",0.04,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1835,"M",0.06,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1840,"M",0.08,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1845,"M",0.11,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1850,"M",0.15,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1855,"M",0.20,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1860,"M",0.27,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1865,"M",0.37,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1870,"M",0.50,0.01,0.01
86,"IDN","Asia and the Pacific","Indonesia",1875,"M",0.68,0.01,0.01
