BLcode,WBcode,region_code,country,year,sex,priad,secad,ter
127,"CHE","Advanced Economies","Switzerland",1955,"F",87.22,15.60,0.63
127,"CHE","Advanced Economies","Switzerland",1960,"F",100.00,27.08,2.31
127,"CHE","Advanced Economies","Switzerland",1965,"F",80.97,39.31,3.40
127,"CHE","Advanced Economies","Switzerland",1970,"F",79.11,49.79,4.89
127,"CHE","Advanced Economies","Switzerland",1975,"F",85.62,52.41,7.90
127,"CHE","Advanced Economies","Switzerland",1980,"F",94.93,55.17,11.00
127,"CHE","Advanced Economies","Switzerland",1985,"F",93.07,58.08,13.70
127,"CHE","Advanced Economies","Switzerland",1990,"F",94.00,76.00,18.40
127,"CHE","Advanced Economies","Switzerland",1995,"F",100.00,85.36,24.20
127,"CHE","Advanced Economies","Switzerland",2000,"F",100.00,90.27,32.00
127,"CHE","Advanced Economies","Switzerland",2005,"F",100.00,92.94,42.00
127,"CHE","Advanced Economies","Switzerland",2010,"F",100.00,93.84,52.00
128,"TUR","Advanced Economies","Turkey",1820,"F",0.01,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1825,"F",0.02,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1830,"F",0.03,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1835,"F",0.04,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1840,"F",0.05,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1845,"F",0.07,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1850,"F",0.10,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1855,"F",0.14,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1860,"F",0.19,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1865,"F",0.27,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1870,"F",0.37,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1875,"F",0.52,0.01,0.00
128,"TUR","Advanced Economies","Turkey",1880,"F",0.72,0.01,0.00
128,"TUR","Advanced Economies","Turkey",1885,"F",0.99,0.01,0.00
128,"TUR","Advanced Economies","Turkey",1890,"F",1.38,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1895,"F",1.91,0.02,0.01
128,"TUR","Advanced Economies","Turkey",1900,"F",2.63,0.02,0.01
128,"TUR","Advanced Economies","Turkey",1905,"F",3.63,0.03,0.01
128,"TUR","Advanced Economies","Turkey",1910,"F",4.97,0.04,0.02
128,"TUR","Advanced Economies","Turkey",1915,"F",6.79,0.06,0.03
128,"TUR","Advanced Economies","Turkey",1920,"F",9.20,0.07,0.04
128,"TUR","Advanced Economies","Turkey",1925,"F",15.11,0.42,0.06
128,"TUR","Advanced Economies","Turkey",1930,"F",21.02,0.99,0.08
128,"TUR","Advanced Economies","Turkey",1935,"F",26.93,1.63,0.12
128,"TUR","Advanced Economies","Turkey",1940,"F",32.84,2.47,0.24
128,"TUR","Advanced Economies","Turkey",1945,"F",38.75,1.95,0.29
128,"TUR","Advanced Economies","Turkey",1950,"F",44.66,1.67,0.31
128,"TUR","Advanced Economies","Turkey",1955,"F",46.65,2.59,0.38
128,"TUR","Advanced Economies","Turkey",1960,"F",37.80,6.72,1.16
128,"TUR","Advanced Economies","Turkey",1965,"F",74.70,7.56,2.00
128,"TUR","Advanced Economies","Turkey",1970,"F",85.50,12.60,2.40
128,"TUR","Advanced Economies","Turkey",1975,"F",83.70,15.96,3.10
128,"TUR","Advanced Economies","Turkey",1980,"F",84.63,18.72,3.20
128,"TUR","Advanced Economies","Turkey",1985,"F",100.00,22.20,6.00
128,"TUR","Advanced Economies","Turkey",1990,"F",100.00,28.12,9.00
128,"TUR","Advanced Economies","Turkey",1995,"F",94.86,33.30,14.30
128,"TUR","Advanced Economies","Turkey",2000,"F",93.93,59.60,19.00
128,"TUR","Advanced Economies","Turkey",2005,"F",98.25,81.10,28.00
128,"TUR","Advanced Economies","Turkey",2010,"F",100.00,82.22,50.00
66,"USA","Advanced Economies","USA",1820,"F",41.49,1.07,0.00
66,"USA","Advanced Economies","USA",1825,"F",42.94,1.27,0.00
66,"USA","Advanced Economies","USA",1830,"F",48.97,1.50,0.00
66,"USA","Advanced Economies","USA",1835,"F",55.00,1.79,0.00
66,"USA","Advanced Economies","USA",1840,"F",63.26,2.12,0.01
66,"USA","Advanced Economies","USA",1845,"F",71.51,2.52,0.01
66,"USA","Advanced Economies","USA",1850,"F",79.77,2.98,0.01
66,"USA","Advanced Economies","USA",1855,"F",88.03,3.53,0.01
66,"USA","Advanced Economies","USA",1860,"F",89.53,4.18,0.02
66,"USA","Advanced Economies","USA",1865,"F",91.02,4.94,0.03
66,"USA","Advanced Economies","USA",1870,"F",92.52,5.83,0.04
66,"USA","Advanced Economies","USA",1875,"F",94.01,6.87,0.05
66,"USA","Advanced Economies","USA",1880,"F",95.51,8.08,0.08
66,"USA","Advanced Economies","USA",1885,"F",97.01,9.48,0.11
66,"USA","Advanced Economies","USA",1890,"F",98.50,11.09,0.15
66,"USA","Advanced Economies","USA",1895,"F",100.00,12.94,0.28
66,"USA","Advanced Economies","USA",1900,"F",100.00,15.05,0.34
66,"USA","Advanced Economies","USA",1905,"F",100.00,17.43,0.44
66,"USA","Advanced Economies","USA",1910,"F",100.00,20.10,0.83
66,"USA","Advanced Economies","USA",1915,"F",100.00,23.59,1.38
66,"USA","Advanced Economies","USA",1920,"F",100.00,28.80,2.58
66,"USA","Advanced Economies","USA",1925,"F",100.00,34.02,3.78
66,"USA","Advanced Economies","USA",1930,"F",99.12,37.73,4.97
66,"USA","Advanced Economies","USA",1935,"F",98.24,41.45,4.83
66,"USA","Advanced Economies","USA",1940,"F",97.36,45.16,5.58
66,"USA","Advanced Economies","USA",1945,"F",96.13,44.72,7.17
66,"USA","Advanced Economies","USA",1950,"F",100.00,29.63,6.75
66,"USA","Advanced Economies","USA",1955,"F",100.00,30.90,8.67
66,"USA","Advanced Economies","USA",1960,"F",95.92,78.44,23.80
66,"USA","Advanced Economies","USA",1965,"F",95.92,82.09,31.40
66,"USA","Advanced Economies","USA",1970,"F",95.92,82.09,41.10
66,"USA","Advanced Economies","USA",1975,"F",94.00,82.09,52.70
66,"USA","Advanced Economies","USA",1980,"F",94.00,83.00,58.10
66,"USA","Advanced Economies","USA",1985,"F",96.00,90.00,64.30
66,"USA","Advanced Economies","USA",1990,"F",98.00,79.00,83.70
66,"USA","Advanced Economies","USA",1995,"F",96.12,86.02,91.80
66,"USA","Advanced Economies","USA",2000,"F",100.00,88.00,78.00
66,"USA","Advanced Economies","USA",2005,"F",99.00,91.00,96.00
66,"USA","Advanced Economies","USA",2010,"F",99.00,88.00,100.00
129,"GBR","Advanced Economies","United Kingdom",1820,"F",13.62,0.01,0.00
129,"GBR","Advanced Economies","United Kingdom",1825,"F",15.12,0.02,0.00
129,"GBR","Advanced Economies","United Kingdom",1830,"F",16.75,0.02,0.00
129,"GBR","Advanced Economies","United Kingdom",1835,"F",18.52,0.03,0.00
129,"GBR","Advanced Economies","United Kingdom",1840,"F",20.44,0.04,0.00
129,"GBR","Advanced Economies","United Kingdom",1845,"F",22.50,0.05,0.00
129,"GBR","Advanced Economies","United Kingdom",1850,"F",24.70,0.07,0.00
129,"GBR","Advanced Economies","United Kingdom",1855,"F",28.28,0.10,0.00
129,"GBR","Advanced Economies","United Kingdom",1860,"F",31.85,0.13,0.00
129,"GBR","Advanced Economies","United Kingdom",1865,"F",35.43,0.17,0.00
129,"GBR","Advanced Economies","United Kingdom",1870,"F",39.00,0.23,0.00
129,"GBR","Advanced Economies","United Kingdom",1875,"F",47.72,0.31,0.00
129,"GBR","Advanced Economies","United Kingdom",1880,"F",56.43,0.42,0.01
129,"GBR","Advanced Economies","United Kingdom",1885,"F",65.15,0.57,0.01
129,"GBR","Advanced Economies","United Kingdom",1890,"F",73.86,0.77,0.01
129,"GBR","Advanced Economies","United Kingdom",1895,"F",82.57,1.03,0.02
129,"GBR","Advanced Economies","United Kingdom",1900,"F",91.29,1.39,0.03
129,"GBR","Advanced Economies","United Kingdom",1905,"F",100.00,1.86,0.04
129,"GBR","Advanced Economies","United Kingdom",1910,"F",100.00,2.50,0.05
129,"GBR","Advanced Economies","United Kingdom",1915,"F",100.00,3.34,0.08
129,"GBR","Advanced Economies","United Kingdom",1920,"F",100.00,4.45,0.11
129,"GBR","Advanced Economies","United Kingdom",1925,"F",100.00,12.78,0.17
129,"GBR","Advanced Economies","United Kingdom",1930,"F",100.00,21.11,0.24
129,"GBR","Advanced Economies","United Kingdom",1935,"F",100.00,25.13,0.35
129,"GBR","Advanced Economies","United Kingdom",1940,"F",100.00,23.47,0.51
129,"GBR","Advanced Economies","United Kingdom",1945,"F",100.00,21.81,0.74
129,"GBR","Advanced Economies","United Kingdom",1950,"F",100.00,31.33,1.08
129,"GBR","Advanced Economies","United Kingdom",1955,"F",100.00,36.41,1.18
129,"GBR","Advanced Economies","United Kingdom",1960,"F",100.00,61.48,4.13
129,"GBR","Advanced Economies","United Kingdom",1965,"F",100.00,60.55,7.00
129,"GBR","Advanced Economies","United Kingdom",1970,"F",98.00,68.00,9.50
129,"GBR","Advanced Economies","United Kingdom",1975,"F",98.00,78.00,13.90
129,"GBR","Advanced Economies","United Kingdom",1980,"F",97.00,81.00,15.10
129,"GBR","Advanced Economies","United Kingdom",1985,"F",97.00,83.00,20.10
129,"GBR","Advanced Economies","United Kingdom",1990,"F",98.00,81.00,29.40
129,"GBR","Advanced Economies","United Kingdom",1995,"F",100.00,93.00,50.80
129,"GBR","Advanced Economies","United Kingdom",2000,"F",100.00,95.00,63.00
129,"GBR","Advanced Economies","United Kingdom",2005,"F",100.00,97.00,68.00
129,"GBR","Advanced Economies","United Kingdom",2010,"F",100.00,100.00,70.00
310,"KHM","Asia and the Pacific","Cambodia",1820,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1825,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1830,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1835,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1840,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1845,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1850,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1855,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1860,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1865,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1870,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1875,"F",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1880,"F",0.01,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1885,"F",0.01,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1890,"F",0.02,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1895,"F",0.02,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1900,"F",0.04,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1905,"F",0.06,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1910,"F",0.10,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1915,"F",0.15,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1920,"F",0.25,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1925,"F",0.39,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1930,"F",0.62,0.01,0.00
310,"KHM","Asia and the Pacific","Cambodia",1935,"F",0.98,0.01,0.00
310,"KHM","Asia and the Pacific","Cambodia",1940,"F",1.55,0.02,0.00
310,"KHM","Asia and the Pacific","Cambodia",1945,"F",2.45,0.02,0.00
310,"KHM","Asia and the Pacific","Cambodia",1950,"F",3.84,0.04,0.00
310,"KHM","Asia and the Pacific","Cambodia",1955,"F",11.02,0.25,0.00
310,"KHM","Asia and the Pacific","Cambodia",1960,"F",18.34,2.25,0.00
310,"KHM","Asia and the Pacific","Cambodia",1965,"F",25.66,4.25,0.00
310,"KHM","Asia and the Pacific","Cambodia",1970,"F",32.99,6.25,0.01
310,"KHM","Asia and the Pacific","Cambodia",1975,"F",40.31,8.25,0.02
310,"KHM","Asia and the Pacific","Cambodia",1980,"F",47.63,10.25,0.04
310,"KHM","Asia and the Pacific","Cambodia",1985,"F",54.95,12.25,0.09
310,"KHM","Asia and the Pacific","Cambodia",1990,"F",62.27,14.25,0.21
310,"KHM","Asia and the Pacific","Cambodia",1995,"F",69.19,12.82,0.46
310,"KHM","Asia and the Pacific","Cambodia",2000,"F",76.11,11.40,1.00
310,"KHM","Asia and the Pacific","Cambodia",2005,"F",100.00,30.11,2.00
310,"KHM","Asia and the Pacific","Cambodia",2010,"F",100.00,44.33,10.00
83,"CHN","Asia and the Pacific","China",1820,"F",0.00,0.00,0.00
83,"CHN","Asia and the Pacific","China",1825,"F",0.00,0.00,0.00
83,"CHN","Asia and the Pacific","China",1830,"F",0.00,0.00,0.00
83,"CHN","Asia and the Pacific","China",1835,"F",0.00,0.00,0.00
83,"CHN","Asia and the Pacific","China",1840,"F",0.00,0.00,0.00
83,"CHN","Asia and the Pacific","China",1845,"F",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1850,"F",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1855,"F",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1860,"F",0.02,0.00,0.00
83,"CHN","Asia and the Pacific","China",1865,"F",0.03,0.00,0.00
83,"CHN","Asia and the Pacific","China",1870,"F",0.05,0.00,0.00
83,"CHN","Asia and the Pacific","China",1875,"F",0.07,0.00,0.00
83,"CHN","Asia and the Pacific","China",1880,"F",0.10,0.00,0.00
83,"CHN","Asia and the Pacific","China",1885,"F",0.15,0.01,0.00
83,"CHN","Asia and the Pacific","China",1890,"F",0.23,0.01,0.00
83,"CHN","Asia and the Pacific","China",1895,"F",0.34,0.01,0.00
83,"CHN","Asia and the Pacific","China",1900,"F",0.51,0.02,0.00
83,"CHN","Asia and the Pacific","China",1905,"F",0.76,0.03,0.00
83,"CHN","Asia and the Pacific","China",1910,"F",1.12,0.04,0.00
83,"CHN","Asia and the Pacific","China",1915,"F",1.67,0.04,0.01
83,"CHN","Asia and the Pacific","China",1920,"F",2.46,0.04,0.01
83,"CHN","Asia and the Pacific","China",1925,"F",3.63,0.07,0.01
83,"CHN","Asia and the Pacific","China",1930,"F",5.32,0.33,0.02
83,"CHN","Asia and the Pacific","China",1935,"F",8.38,0.80,0.03
83,"CHN","Asia and the Pacific","China",1940,"F",9.36,1.27,0.04
83,"CHN","Asia and the Pacific","China",1945,"F",17.09,1.73,0.06
83,"CHN","Asia and the Pacific","China",1950,"F",35.07,7.81,0.11
83,"CHN","Asia and the Pacific","China",1955,"F",53.06,13.89,0.15
83,"CHN","Asia and the Pacific","China",1960,"F",71.04,15.43,0.20
83,"CHN","Asia and the Pacific","China",1965,"F",71.04,18.52,0.30
83,"CHN","Asia and the Pacific","China",1970,"F",71.04,18.52,0.40
83,"CHN","Asia and the Pacific","China",1975,"F",79.82,37.24,0.50
83,"CHN","Asia and the Pacific","China",1980,"F",82.22,36.26,0.50
83,"CHN","Asia and the Pacific","China",1985,"F",91.00,34.30,1.70
83,"CHN","Asia and the Pacific","China",1990,"F",95.00,41.16,2.00
83,"CHN","Asia and the Pacific","China",1995,"F",98.00,60.76,4.00
83,"CHN","Asia and the Pacific","China",2000,"F",100.00,56.00,10.50
83,"CHN","Asia and the Pacific","China",2005,"F",100.00,67.00,17.00
83,"CHN","Asia and the Pacific","China",2010,"F",100.00,83.00,24.00
132,"FJI","Asia and the Pacific","Fiji",1820,"F",0.04,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1825,"F",0.06,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1830,"F",0.08,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1835,"F",0.10,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1840,"F",0.14,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1845,"F",0.20,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1850,"F",0.27,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1855,"F",0.37,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1860,"F",0.50,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1865,"F",0.69,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1870,"F",0.95,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1875,"F",1.29,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1880,"F",1.77,0.01,0.01
132,"FJI","Asia and the Pacific","Fiji",1885,"F",2.41,0.02,0.01
132,"FJI","Asia and the Pacific","Fiji",1890,"F",3.28,0.03,0.02
132,"FJI","Asia and the Pacific","Fiji",1895,"F",4.45,0.04,0.02
132,"FJI","Asia and the Pacific","Fiji",1900,"F",6.01,0.06,0.03
132,"FJI","Asia and the Pacific","Fiji",1905,"F",8.07,0.09,0.05
132,"FJI","Asia and the Pacific","Fiji",1910,"F",10.75,0.13,0.06
132,"FJI","Asia and the Pacific","Fiji",1915,"F",14.19,0.18,0.07
132,"FJI","Asia and the Pacific","Fiji",1920,"F",18.51,0.27,0.09
132,"FJI","Asia and the Pacific","Fiji",1925,"F",23.78,0.39,0.12
132,"FJI","Asia and the Pacific","Fiji",1930,"F",30.01,0.58,0.15
132,"FJI","Asia and the Pacific","Fiji",1935,"F",37.09,0.84,0.19
132,"FJI","Asia and the Pacific","Fiji",1940,"F",49.72,1.23,0.24
132,"FJI","Asia and the Pacific","Fiji",1945,"F",62.35,1.79,0.81
132,"FJI","Asia and the Pacific","Fiji",1950,"F",74.98,2.60,0.54
132,"FJI","Asia and the Pacific","Fiji",1955,"F",76.68,2.61,0.27
132,"FJI","Asia and the Pacific","Fiji",1960,"F",71.82,8.50,0.00
132,"FJI","Asia and the Pacific","Fiji",1965,"F",70.91,11.05,0.00
132,"FJI","Asia and the Pacific","Fiji",1970,"F",90.00,25.50,0.50
132,"FJI","Asia and the Pacific","Fiji",1975,"F",100.00,43.35,1.70
132,"FJI","Asia and the Pacific","Fiji",1980,"F",100.00,70.98,2.00
132,"FJI","Asia and the Pacific","Fiji",1985,"F",100.00,50.60,2.40
132,"FJI","Asia and the Pacific","Fiji",1990,"F",99.22,57.04,9.00
132,"FJI","Asia and the Pacific","Fiji",1995,"F",100.00,59.80,10.00
132,"FJI","Asia and the Pacific","Fiji",2000,"F",98.46,79.70,14.00
132,"FJI","Asia and the Pacific","Fiji",2005,"F",100.00,88.45,18.00
132,"FJI","Asia and the Pacific","Fiji",2010,"F",100.00,84.18,22.41
84,"HKG","Asia and the Pacific","Hong Kong, China",1820,"F",0.06,0.00,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1825,"F",0.08,0.00,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1830,"F",0.11,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1835,"F",0.14,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1840,"F",0.18,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1845,"F",0.24,0.02,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1850,"F",0.31,0.02,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1855,"F",0.41,0.03,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1860,"F",0.53,0.04,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1865,"F",0.69,0.05,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1870,"F",0.90,0.07,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1875,"F",1.17,0.09,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1880,"F",1.52,0.12,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1885,"F",1.97,0.16,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1890,"F",2.55,0.21,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1895,"F",3.30,0.29,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1900,"F",4.26,0.38,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1905,"F",5.48,0.51,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1910,"F",7.02,0.68,0.02
84,"HKG","Asia and the Pacific","Hong Kong, China",1915,"F",8.97,0.91,0.03
84,"HKG","Asia and the Pacific","Hong Kong, China",1920,"F",11.38,1.21,0.05
84,"HKG","Asia and the Pacific","Hong Kong, China",1925,"F",14.34,1.62,0.07
84,"HKG","Asia and the Pacific","Hong Kong, China",1930,"F",17.92,2.15,0.10
84,"HKG","Asia and the Pacific","Hong Kong, China",1935,"F",22.17,2.86,0.12
84,"HKG","Asia and the Pacific","Hong Kong, China",1940,"F",27.09,3.79,0.14
84,"HKG","Asia and the Pacific","Hong Kong, China",1945,"F",32.65,5.00,0.05
84,"HKG","Asia and the Pacific","Hong Kong, China",1950,"F",38.76,6.58,0.14
84,"HKG","Asia and the Pacific","Hong Kong, China",1955,"F",32.94,11.18,0.59
84,"HKG","Asia and the Pacific","Hong Kong, China",1960,"F",56.00,17.00,3.85
84,"HKG","Asia and the Pacific","Hong Kong, China",1965,"F",79.00,28.00,4.49
84,"HKG","Asia and the Pacific","Hong Kong, China",1970,"F",87.00,29.00,4.60
84,"HKG","Asia and the Pacific","Hong Kong, China",1975,"F",91.00,44.00,5.30
84,"HKG","Asia and the Pacific","Hong Kong, China",1980,"F",96.00,62.00,6.40
84,"HKG","Asia and the Pacific","Hong Kong, China",1985,"F",95.00,68.00,9.40
84,"HKG","Asia and the Pacific","Hong Kong, China",1990,"F",95.00,68.00,16.20
84,"HKG","Asia and the Pacific","Hong Kong, China",1995,"F",95.06,70.84,19.70
84,"HKG","Asia and the Pacific","Hong Kong, China",2000,"F",95.31,73.29,25.85
84,"HKG","Asia and the Pacific","Hong Kong, China",2005,"F",94.32,77.15,32.00
84,"HKG","Asia and the Pacific","Hong Kong, China",2010,"F",96.36,83.20,57.00
85,"IND","Asia and the Pacific","India",1820,"F",0.02,0.00,0.00
85,"IND","Asia and the Pacific","India",1825,"F",0.02,0.00,0.00
85,"IND","Asia and the Pacific","India",1830,"F",0.03,0.00,0.00
85,"IND","Asia and the Pacific","India",1835,"F",0.04,0.00,0.00
85,"IND","Asia and the Pacific","India",1840,"F",0.05,0.00,0.00
85,"IND","Asia and the Pacific","India",1845,"F",0.06,0.00,0.00
85,"IND","Asia and the Pacific","India",1850,"F",0.08,0.00,0.00
85,"IND","Asia and the Pacific","India",1855,"F",0.11,0.00,0.00
85,"IND","Asia and the Pacific","India",1860,"F",0.15,0.00,0.00
85,"IND","Asia and the Pacific","India",1865,"F",0.20,0.00,0.00
85,"IND","Asia and the Pacific","India",1870,"F",0.27,0.01,0.00
85,"IND","Asia and the Pacific","India",1875,"F",0.36,0.01,0.00
85,"IND","Asia and the Pacific","India",1880,"F",0.48,0.01,0.00
85,"IND","Asia and the Pacific","India",1885,"F",0.62,0.08,0.00
85,"IND","Asia and the Pacific","India",1890,"F",1.00,0.13,0.00
85,"IND","Asia and the Pacific","India",1895,"F",1.24,0.13,0.00
85,"IND","Asia and the Pacific","India",1900,"F",1.33,0.13,0.00
85,"IND","Asia and the Pacific","India",1905,"F",1.81,0.16,0.00
85,"IND","Asia and the Pacific","India",1910,"F",0.60,0.29,0.00
85,"IND","Asia and the Pacific","India",1915,"F",3.14,0.28,0.00
85,"IND","Asia and the Pacific","India",1920,"F",3.76,0.29,0.01
85,"IND","Asia and the Pacific","India",1925,"F",4.63,0.33,0.00
85,"IND","Asia and the Pacific","India",1930,"F",3.90,0.51,0.01
85,"IND","Asia and the Pacific","India",1935,"F",4.44,0.68,0.02
85,"IND","Asia and the Pacific","India",1940,"F",6.38,0.90,0.03
85,"IND","Asia and the Pacific","India",1945,"F",8.06,1.12,0.05
85,"IND","Asia and the Pacific","India",1950,"F",15.95,2.53,0.19
85,"IND","Asia and the Pacific","India",1955,"F",22.59,2.87,0.36
85,"IND","Asia and the Pacific","India",1960,"F",20.43,3.20,0.58
85,"IND","Asia and the Pacific","India",1965,"F",31.43,5.60,1.12
85,"IND","Asia and the Pacific","India",1970,"F",44.00,12.00,1.85
85,"IND","Asia and the Pacific","India",1975,"F",47.14,12.80,4.20
85,"IND","Asia and the Pacific","India",1980,"F",52.64,17.60,5.00
85,"IND","Asia and the Pacific","India",1985,"F",62.07,21.60,3.80
85,"IND","Asia and the Pacific","India",1990,"F",66.00,25.60,4.20
85,"IND","Asia and the Pacific","India",1995,"F",86.40,30.40,4.80
85,"IND","Asia and the Pacific","India",2000,"F",84.41,36.53,7.00
85,"IND","Asia and the Pacific","India",2005,"F",100.00,52.76,9.00
85,"IND","Asia and the Pacific","India",2010,"F",100.00,62.38,15.00
86,"IDN","Asia and the Pacific","Indonesia",1820,"F",0.01,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1825,"F",0.01,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1830,"F",0.01,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1835,"F",0.02,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1840,"F",0.03,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1845,"F",0.04,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1850,"F",0.05,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1855,"F",0.07,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1860,"F",0.10,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1865,"F",0.14,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1870,"F",0.19,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1875,"F",0.27,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1880,"F",0.38,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1885,"F",0.54,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1890,"F",0.63,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1895,"F",0.92,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1900,"F",1.02,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1905,"F",1.42,0.00,0.00
86,"IDN","Asia and the Pacific","Indonesia",1910,"F",1.95,0.01,0.00
86,"IDN","Asia and the Pacific","Indonesia",1915,"F",2.56,0.01,0.00
86,"IDN","Asia and the Pacific","Indonesia",1920,"F",3.33,0.02,0.00
86,"IDN","Asia and the Pacific","Indonesia",1925,"F",4.64,0.02,0.00
86,"IDN","Asia and the Pacific","Indonesia",1930,"F",7.68,0.16,0.00
86,"IDN","Asia and the Pacific","Indonesia",1935,"F",9.31,0.13,0.00
86,"IDN","Asia and the Pacific","Indonesia",1940,"F",10.71,0.19,0.00
86,"IDN","Asia and the Pacific","Indonesia",1945,"F",12.69,0.58,0.01
86,"IDN","Asia and the Pacific","Indonesia",1950,"F",24.04,0.97,0.17
86,"IDN","Asia and the Pacific","Indonesia",1955,"F",35.38,2.27,0.23
86,"IDN","Asia and the Pacific","Indonesia",1960,"F",46.72,2.60,0.29
86,"IDN","Asia and the Pacific","Indonesia",1965,"F",55.54,6.07,0.66
86,"IDN","Asia and the Pacific","Indonesia",1970,"F",62.59,8.67,1.30
86,"IDN","Asia and the Pacific","Indonesia",1975,"F",67.00,13.00,1.33
86,"IDN","Asia and the Pacific","Indonesia",1980,"F",83.00,19.15,2.40
