BLcode,WBcode,region_code,country,year,sex,priad,secad,ter
125,"ESP","Advanced Economies","Spain",1895,"MF",52.28,0.86,0.48
125,"ESP","Advanced Economies","Spain",1900,"MF",48.69,0.86,0.49
125,"ESP","Advanced Economies","Spain",1905,"MF",45.11,0.88,0.49
125,"ESP","Advanced Economies","Spain",1910,"MF",41.53,0.93,0.50
125,"ESP","Advanced Economies","Spain",1915,"MF",44.85,1.09,0.62
125,"ESP","Advanced Economies","Spain",1920,"MF",44.56,1.07,0.62
125,"ESP","Advanced Economies","Spain",1925,"MF",44.27,1.46,0.77
125,"ESP","Advanced Economies","Spain",1930,"MF",50.04,3.32,0.87
125,"ESP","Advanced Economies","Spain",1935,"MF",56.34,2.69,0.73
125,"ESP","Advanced Economies","Spain",1940,"MF",51.48,4.05,0.79
125,"ESP","Advanced Economies","Spain",1945,"MF",59.60,5.73,0.85
125,"ESP","Advanced Economies","Spain",1950,"MF",63.45,7.06,0.99
125,"ESP","Advanced Economies","Spain",1955,"MF",78.72,7.58,1.12
125,"ESP","Advanced Economies","Spain",1960,"MF",81.30,15.74,4.00
125,"ESP","Advanced Economies","Spain",1965,"MF",85.00,26.00,5.60
125,"ESP","Advanced Economies","Spain",1970,"MF",94.00,40.00,8.90
125,"ESP","Advanced Economies","Spain",1975,"MF",100.00,63.00,20.40
125,"ESP","Advanced Economies","Spain",1980,"MF",100.00,74.00,24.20
125,"ESP","Advanced Economies","Spain",1985,"MF",98.00,83.36,28.50
125,"ESP","Advanced Economies","Spain",1990,"MF",100.00,91.86,36.70
125,"ESP","Advanced Economies","Spain",1995,"MF",100.00,94.00,48.60
125,"ESP","Advanced Economies","Spain",2000,"MF",100.00,89.00,59.00
125,"ESP","Advanced Economies","Spain",2005,"MF",100.00,94.00,67.00
125,"ESP","Advanced Economies","Spain",2010,"MF",100.00,100.00,78.00
126,"SWE","Advanced Economies","Sweden",1820,"MF",81.63,0.08,0.02
126,"SWE","Advanced Economies","Sweden",1825,"MF",83.20,0.11,0.03
126,"SWE","Advanced Economies","Sweden",1830,"MF",84.67,0.14,0.04
126,"SWE","Advanced Economies","Sweden",1835,"MF",86.04,0.19,0.05
126,"SWE","Advanced Economies","Sweden",1840,"MF",87.31,0.25,0.06
126,"SWE","Advanced Economies","Sweden",1845,"MF",88.49,0.32,0.08
126,"SWE","Advanced Economies","Sweden",1850,"MF",89.58,0.43,0.10
126,"SWE","Advanced Economies","Sweden",1855,"MF",90.59,0.56,0.12
126,"SWE","Advanced Economies","Sweden",1860,"MF",91.52,0.73,0.16
126,"SWE","Advanced Economies","Sweden",1865,"MF",92.37,0.96,0.20
126,"SWE","Advanced Economies","Sweden",1870,"MF",100.00,1.26,0.26
126,"SWE","Advanced Economies","Sweden",1875,"MF",100.00,1.64,0.25
126,"SWE","Advanced Economies","Sweden",1880,"MF",100.00,2.15,0.23
126,"SWE","Advanced Economies","Sweden",1885,"MF",100.00,2.81,0.22
126,"SWE","Advanced Economies","Sweden",1890,"MF",100.00,3.07,0.34
126,"SWE","Advanced Economies","Sweden",1895,"MF",100.00,3.08,0.22
126,"SWE","Advanced Economies","Sweden",1900,"MF",100.00,3.46,0.21
126,"SWE","Advanced Economies","Sweden",1905,"MF",100.00,4.10,0.29
126,"SWE","Advanced Economies","Sweden",1910,"MF",100.00,4.34,0.72
126,"SWE","Advanced Economies","Sweden",1915,"MF",100.00,4.66,0.73
126,"SWE","Advanced Economies","Sweden",1920,"MF",100.00,5.62,0.78
126,"SWE","Advanced Economies","Sweden",1925,"MF",99.72,5.60,0.73
126,"SWE","Advanced Economies","Sweden",1930,"MF",100.00,5.18,0.73
126,"SWE","Advanced Economies","Sweden",1935,"MF",98.87,6.16,0.84
126,"SWE","Advanced Economies","Sweden",1940,"MF",100.00,6.90,0.83
126,"SWE","Advanced Economies","Sweden",1945,"MF",100.00,13.43,1.13
126,"SWE","Advanced Economies","Sweden",1950,"MF",100.00,20.88,1.44
126,"SWE","Advanced Economies","Sweden",1955,"MF",100.00,23.07,2.10
126,"SWE","Advanced Economies","Sweden",1960,"MF",94.00,51.00,9.10
126,"SWE","Advanced Economies","Sweden",1965,"MF",93.37,58.56,13.10
126,"SWE","Advanced Economies","Sweden",1970,"MF",92.73,81.22,21.30
126,"SWE","Advanced Economies","Sweden",1975,"MF",100.00,73.67,28.80
126,"SWE","Advanced Economies","Sweden",1980,"MF",96.36,83.11,30.80
126,"SWE","Advanced Economies","Sweden",1985,"MF",97.68,78.39,30.00
126,"SWE","Advanced Economies","Sweden",1990,"MF",99.00,85.00,32.00
126,"SWE","Advanced Economies","Sweden",1995,"MF",100.00,96.00,42.50
126,"SWE","Advanced Economies","Sweden",2000,"MF",100.00,96.00,67.00
126,"SWE","Advanced Economies","Sweden",2005,"MF",96.00,100.00,82.00
126,"SWE","Advanced Economies","Sweden",2010,"MF",100.00,93.00,75.00
127,"CHE","Advanced Economies","Switzerland",1820,"MF",63.59,0.40,0.03
127,"CHE","Advanced Economies","Switzerland",1825,"MF",65.13,0.49,0.03
127,"CHE","Advanced Economies","Switzerland",1830,"MF",66.63,0.60,0.04
127,"CHE","Advanced Economies","Switzerland",1835,"MF",69.23,0.73,0.05
127,"CHE","Advanced Economies","Switzerland",1840,"MF",71.83,0.90,0.06
127,"CHE","Advanced Economies","Switzerland",1845,"MF",74.43,1.09,0.07
127,"CHE","Advanced Economies","Switzerland",1850,"MF",77.03,1.34,0.09
127,"CHE","Advanced Economies","Switzerland",1855,"MF",79.62,1.63,0.11
127,"CHE","Advanced Economies","Switzerland",1860,"MF",82.22,1.99,0.14
127,"CHE","Advanced Economies","Switzerland",1865,"MF",84.82,2.43,0.17
127,"CHE","Advanced Economies","Switzerland",1870,"MF",87.42,2.96,0.21
127,"CHE","Advanced Economies","Switzerland",1875,"MF",90.02,3.60,0.26
127,"CHE","Advanced Economies","Switzerland",1880,"MF",92.62,4.37,0.32
127,"CHE","Advanced Economies","Switzerland",1885,"MF",96.43,5.68,0.39
127,"CHE","Advanced Economies","Switzerland",1890,"MF",92.92,6.10,0.44
127,"CHE","Advanced Economies","Switzerland",1895,"MF",90.86,6.54,0.54
127,"CHE","Advanced Economies","Switzerland",1900,"MF",89.01,6.96,0.66
127,"CHE","Advanced Economies","Switzerland",1905,"MF",91.21,7.66,0.86
127,"CHE","Advanced Economies","Switzerland",1910,"MF",86.66,9.39,0.99
127,"CHE","Advanced Economies","Switzerland",1915,"MF",88.30,9.26,0.94
127,"CHE","Advanced Economies","Switzerland",1920,"MF",86.97,9.63,0.94
127,"CHE","Advanced Economies","Switzerland",1925,"MF",85.44,10.17,0.89
127,"CHE","Advanced Economies","Switzerland",1930,"MF",85.86,9.13,1.07
127,"CHE","Advanced Economies","Switzerland",1935,"MF",89.09,6.38,1.38
127,"CHE","Advanced Economies","Switzerland",1940,"MF",86.88,6.45,1.63
127,"CHE","Advanced Economies","Switzerland",1945,"MF",81.32,6.63,2.21
127,"CHE","Advanced Economies","Switzerland",1950,"MF",83.98,24.95,2.34
127,"CHE","Advanced Economies","Switzerland",1955,"MF",87.22,30.04,2.16
127,"CHE","Advanced Economies","Switzerland",1960,"MF",100.00,22.57,6.70
127,"CHE","Advanced Economies","Switzerland",1965,"MF",80.11,32.12,8.40
127,"CHE","Advanced Economies","Switzerland",1970,"MF",78.27,52.09,10.00
127,"CHE","Advanced Economies","Switzerland",1975,"MF",84.71,59.90,13.60
127,"CHE","Advanced Economies","Switzerland",1980,"MF",92.08,68.89,18.20
127,"CHE","Advanced Economies","Switzerland",1985,"MF",92.08,79.22,21.00
127,"CHE","Advanced Economies","Switzerland",1990,"MF",93.00,79.00,25.70
127,"CHE","Advanced Economies","Switzerland",1995,"MF",100.00,88.27,31.80
127,"CHE","Advanced Economies","Switzerland",2000,"MF",100.00,93.04,38.00
127,"CHE","Advanced Economies","Switzerland",2005,"MF",100.00,92.77,46.00
127,"CHE","Advanced Economies","Switzerland",2010,"MF",100.00,93.71,53.00
128,"TUR","Advanced Economies","Turkey",1820,"MF",0.03,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1825,"MF",0.04,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1830,"MF",0.05,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1835,"MF",0.07,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1840,"MF",0.09,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1845,"MF",0.13,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1850,"MF",0.17,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1855,"MF",0.24,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1860,"MF",0.32,0.00,0.00
128,"TUR","Advanced Economies","Turkey",1865,"MF",0.44,0.00,0.01
128,"TUR","Advanced Economies","Turkey",1870,"MF",0.60,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1875,"MF",0.82,0.01,0.01
128,"TUR","Advanced Economies","Turkey",1880,"MF",1.11,0.01,0.02
128,"TUR","Advanced Economies","Turkey",1885,"MF",1.51,0.01,0.02
128,"TUR","Advanced Economies","Turkey",1890,"MF",2.05,0.02,0.03
128,"TUR","Advanced Economies","Turkey",1895,"MF",2.77,0.02,0.04
128,"TUR","Advanced Economies","Turkey",1900,"MF",3.74,0.03,0.05
128,"TUR","Advanced Economies","Turkey",1905,"MF",5.03,0.05,0.07
128,"TUR","Advanced Economies","Turkey",1910,"MF",6.74,0.06,0.09
128,"TUR","Advanced Economies","Turkey",1915,"MF",8.97,0.09,0.13
128,"TUR","Advanced Economies","Turkey",1920,"MF",11.85,0.12,0.17
128,"TUR","Advanced Economies","Turkey",1925,"MF",19.19,0.71,0.18
128,"TUR","Advanced Economies","Turkey",1930,"MF",21.70,1.68,0.25
128,"TUR","Advanced Economies","Turkey",1935,"MF",28.28,2.81,0.39
128,"TUR","Advanced Economies","Turkey",1940,"MF",35.55,4.22,0.57
128,"TUR","Advanced Economies","Turkey",1945,"MF",48.03,3.74,0.74
128,"TUR","Advanced Economies","Turkey",1950,"MF",57.53,3.30,0.75
128,"TUR","Advanced Economies","Turkey",1955,"MF",60.08,5.03,1.04
128,"TUR","Advanced Economies","Turkey",1960,"MF",54.31,11.00,2.90
128,"TUR","Advanced Economies","Turkey",1965,"MF",73.14,12.57,4.40
128,"TUR","Advanced Economies","Turkey",1970,"MF",79.66,21.21,6.00
128,"TUR","Advanced Economies","Turkey",1975,"MF",78.21,22.79,9.30
128,"TUR","Advanced Economies","Turkey",1980,"MF",70.24,28.68,6.10
128,"TUR","Advanced Economies","Turkey",1985,"MF",84.00,33.00,8.90
128,"TUR","Advanced Economies","Turkey",1990,"MF",100.00,42.00,13.10
128,"TUR","Advanced Economies","Turkey",1995,"MF",97.65,41.44,18.20
128,"TUR","Advanced Economies","Turkey",2000,"MF",98.85,71.46,24.00
128,"TUR","Advanced Economies","Turkey",2005,"MF",100.00,81.25,33.00
128,"TUR","Advanced Economies","Turkey",2010,"MF",100.00,82.14,56.00
66,"USA","Advanced Economies","USA",1820,"MF",41.44,3.37,0.46
66,"USA","Advanced Economies","USA",1825,"MF",42.94,3.89,0.56
66,"USA","Advanced Economies","USA",1830,"MF",53.37,4.49,0.67
66,"USA","Advanced Economies","USA",1835,"MF",55.38,5.18,0.56
66,"USA","Advanced Economies","USA",1840,"MF",59.73,5.97,0.53
66,"USA","Advanced Economies","USA",1845,"MF",70.00,6.86,0.44
66,"USA","Advanced Economies","USA",1850,"MF",80.12,7.88,0.42
66,"USA","Advanced Economies","USA",1855,"MF",88.03,9.04,0.52
66,"USA","Advanced Economies","USA",1860,"MF",97.46,10.35,0.63
66,"USA","Advanced Economies","USA",1865,"MF",98.08,11.83,0.70
66,"USA","Advanced Economies","USA",1870,"MF",100.00,13.48,0.80
66,"USA","Advanced Economies","USA",1875,"MF",100.00,13.57,1.08
66,"USA","Advanced Economies","USA",1880,"MF",100.00,16.24,1.57
66,"USA","Advanced Economies","USA",1885,"MF",100.00,14.47,1.41
66,"USA","Advanced Economies","USA",1890,"MF",100.00,14.85,1.46
66,"USA","Advanced Economies","USA",1895,"MF",100.00,15.93,1.66
66,"USA","Advanced Economies","USA",1900,"MF",100.00,17.18,1.86
66,"USA","Advanced Economies","USA",1905,"MF",100.00,17.19,1.84
66,"USA","Advanced Economies","USA",1910,"MF",100.00,18.15,2.26
66,"USA","Advanced Economies","USA",1915,"MF",100.00,21.31,2.43
66,"USA","Advanced Economies","USA",1920,"MF",100.00,26.41,3.60
66,"USA","Advanced Economies","USA",1925,"MF",100.00,33.10,5.13
66,"USA","Advanced Economies","USA",1930,"MF",100.00,42.46,5.99
66,"USA","Advanced Economies","USA",1935,"MF",100.00,45.71,5.95
66,"USA","Advanced Economies","USA",1940,"MF",100.00,46.55,6.69
66,"USA","Advanced Economies","USA",1945,"MF",100.00,44.45,8.00
66,"USA","Advanced Economies","USA",1950,"MF",100.00,28.81,10.53
66,"USA","Advanced Economies","USA",1955,"MF",100.00,30.17,12.82
66,"USA","Advanced Economies","USA",1960,"MF",100.00,77.40,32.10
66,"USA","Advanced Economies","USA",1965,"MF",95.92,81.00,40.20
66,"USA","Advanced Economies","USA",1970,"MF",95.92,81.00,49.40
66,"USA","Advanced Economies","USA",1975,"MF",72.00,81.90,57.30
66,"USA","Advanced Economies","USA",1980,"MF",94.00,81.00,56.00
66,"USA","Advanced Economies","USA",1985,"MF",96.00,89.00,60.20
66,"USA","Advanced Economies","USA",1990,"MF",98.00,78.00,75.20
66,"USA","Advanced Economies","USA",1995,"MF",96.12,84.07,81.00
66,"USA","Advanced Economies","USA",2000,"MF",100.00,87.00,68.00
66,"USA","Advanced Economies","USA",2005,"MF",100.00,89.00,81.00
66,"USA","Advanced Economies","USA",2010,"MF",99.00,87.00,93.00
129,"GBR","Advanced Economies","United Kingdom",1820,"MF",13.34,0.02,0.03
129,"GBR","Advanced Economies","United Kingdom",1825,"MF",14.80,0.03,0.03
129,"GBR","Advanced Economies","United Kingdom",1830,"MF",16.39,0.04,0.04
129,"GBR","Advanced Economies","United Kingdom",1835,"MF",18.11,0.06,0.05
129,"GBR","Advanced Economies","United Kingdom",1840,"MF",19.97,0.07,0.06
129,"GBR","Advanced Economies","United Kingdom",1845,"MF",21.97,0.10,0.08
129,"GBR","Advanced Economies","United Kingdom",1850,"MF",24.11,0.13,0.09
129,"GBR","Advanced Economies","United Kingdom",1855,"MF",26.39,0.17,0.12
129,"GBR","Advanced Economies","United Kingdom",1860,"MF",28.81,0.23,0.14
129,"GBR","Advanced Economies","United Kingdom",1865,"MF",24.43,0.31,0.17
129,"GBR","Advanced Economies","United Kingdom",1870,"MF",39.00,0.41,0.28
129,"GBR","Advanced Economies","United Kingdom",1875,"MF",49.81,0.54,0.29
129,"GBR","Advanced Economies","United Kingdom",1880,"MF",77.24,0.72,0.39
129,"GBR","Advanced Economies","United Kingdom",1885,"MF",77.06,0.96,0.37
129,"GBR","Advanced Economies","United Kingdom",1890,"MF",93.05,1.27,0.39
129,"GBR","Advanced Economies","United Kingdom",1895,"MF",95.60,1.51,0.29
129,"GBR","Advanced Economies","United Kingdom",1900,"MF",97.80,2.10,0.40
129,"GBR","Advanced Economies","United Kingdom",1905,"MF",100.00,2.27,0.39
129,"GBR","Advanced Economies","United Kingdom",1910,"MF",100.00,2.94,0.30
129,"GBR","Advanced Economies","United Kingdom",1915,"MF",100.00,2.84,0.43
129,"GBR","Advanced Economies","United Kingdom",1920,"MF",100.00,4.57,0.80
129,"GBR","Advanced Economies","United Kingdom",1925,"MF",100.00,9.66,0.73
129,"GBR","Advanced Economies","United Kingdom",1930,"MF",100.00,21.67,0.79
129,"GBR","Advanced Economies","United Kingdom",1935,"MF",100.00,25.81,0.83
129,"GBR","Advanced Economies","United Kingdom",1940,"MF",92.37,24.13,0.59
129,"GBR","Advanced Economies","United Kingdom",1945,"MF",84.73,22.44,0.94
129,"GBR","Advanced Economies","United Kingdom",1950,"MF",100.00,31.64,1.53
129,"GBR","Advanced Economies","United Kingdom",1955,"MF",100.00,36.99,1.61
129,"GBR","Advanced Economies","United Kingdom",1960,"MF",86.69,60.58,9.00
129,"GBR","Advanced Economies","United Kingdom",1965,"MF",86.69,60.58,12.00
129,"GBR","Advanced Economies","United Kingdom",1970,"MF",98.00,67.00,14.10
129,"GBR","Advanced Economies","United Kingdom",1975,"MF",98.00,78.00,18.80
129,"GBR","Advanced Economies","United Kingdom",1980,"MF",96.00,80.00,20.10
129,"GBR","Advanced Economies","United Kingdom",1985,"MF",97.00,81.00,21.70
129,"GBR","Advanced Economies","United Kingdom",1990,"MF",97.00,80.00,30.20
129,"GBR","Advanced Economies","United Kingdom",1995,"MF",100.00,92.00,48.30
129,"GBR","Advanced Economies","United Kingdom",2000,"MF",100.00,94.00,58.00
129,"GBR","Advanced Economies","United Kingdom",2005,"MF",100.00,96.00,59.00
129,"GBR","Advanced Economies","United Kingdom",2010,"MF",100.00,99.00,61.00
310,"KHM","Asia and the Pacific","Cambodia",1820,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1825,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1830,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1835,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1840,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1845,"MF",0.00,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1850,"MF",0.01,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1855,"MF",0.01,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1860,"MF",0.01,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1865,"MF",0.02,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1870,"MF",0.03,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1875,"MF",0.04,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1880,"MF",0.06,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1885,"MF",0.09,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1890,"MF",0.13,0.00,0.00
310,"KHM","Asia and the Pacific","Cambodia",1895,"MF",0.18,0.01,0.00
310,"KHM","Asia and the Pacific","Cambodia",1900,"MF",0.27,0.01,0.00
310,"KHM","Asia and the Pacific","Cambodia",1905,"MF",0.38,0.01,0.00
310,"KHM","Asia and the Pacific","Cambodia",1910,"MF",0.54,0.02,0.00
310,"KHM","Asia and the Pacific","Cambodia",1915,"MF",0.78,0.03,0.00
310,"KHM","Asia and the Pacific","Cambodia",1920,"MF",1.12,0.04,0.00
310,"KHM","Asia and the Pacific","Cambodia",1925,"MF",1.59,0.05,0.00
310,"KHM","Asia and the Pacific","Cambodia",1930,"MF",2.27,0.08,0.00
310,"KHM","Asia and the Pacific","Cambodia",1935,"MF",7.88,0.05,0.01
310,"KHM","Asia and the Pacific","Cambodia",1940,"MF",9.40,0.08,0.01
310,"KHM","Asia and the Pacific","Cambodia",1945,"MF",13.05,0.11,0.02
310,"KHM","Asia and the Pacific","Cambodia",1950,"MF",21.19,0.18,0.02
310,"KHM","Asia and the Pacific","Cambodia",1955,"MF",51.85,0.92,0.04
310,"KHM","Asia and the Pacific","Cambodia",1960,"MF",54.19,4.10,0.18
310,"KHM","Asia and the Pacific","Cambodia",1965,"MF",56.53,7.29,0.31
310,"KHM","Asia and the Pacific","Cambodia",1970,"MF",58.87,10.48,0.45
310,"KHM","Asia and the Pacific","Cambodia",1975,"MF",61.20,13.67,0.59
310,"KHM","Asia and the Pacific","Cambodia",1980,"MF",63.54,16.85,0.73
310,"KHM","Asia and the Pacific","Cambodia",1985,"MF",65.88,20.04,0.86
310,"KHM","Asia and the Pacific","Cambodia",1990,"MF",68.22,23.23,1.00
310,"KHM","Asia and the Pacific","Cambodia",1995,"MF",74.28,19.51,1.50
310,"KHM","Asia and the Pacific","Cambodia",2000,"MF",80.35,15.80,2.00
310,"KHM","Asia and the Pacific","Cambodia",2005,"MF",100.00,29.69,3.00
310,"KHM","Asia and the Pacific","Cambodia",2010,"MF",100.00,43.92,14.00
83,"CHN","Asia and the Pacific","China",1820,"MF",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1825,"MF",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1830,"MF",0.01,0.00,0.00
83,"CHN","Asia and the Pacific","China",1835,"MF",0.02,0.00,0.00
83,"CHN","Asia and the Pacific","China",1840,"MF",0.03,0.00,0.00
83,"CHN","Asia and the Pacific","China",1845,"MF",0.04,0.00,0.00
83,"CHN","Asia and the Pacific","China",1850,"MF",0.06,0.00,0.00
83,"CHN","Asia and the Pacific","China",1855,"MF",0.08,0.00,0.00
83,"CHN","Asia and the Pacific","China",1860,"MF",0.11,0.01,0.00
83,"CHN","Asia and the Pacific","China",1865,"MF",0.16,0.01,0.00
83,"CHN","Asia and the Pacific","China",1870,"MF",0.23,0.01,0.00
83,"CHN","Asia and the Pacific","China",1875,"MF",0.33,0.02,0.00
83,"CHN","Asia and the Pacific","China",1880,"MF",0.47,0.03,0.00
83,"CHN","Asia and the Pacific","China",1885,"MF",0.66,0.04,0.00
83,"CHN","Asia and the Pacific","China",1890,"MF",0.94,0.05,0.00
83,"CHN","Asia and the Pacific","China",1895,"MF",1.34,0.07,0.01
83,"CHN","Asia and the Pacific","China",1900,"MF",1.90,0.10,0.01
83,"CHN","Asia and the Pacific","China",1905,"MF",2.68,0.14,0.01
83,"CHN","Asia and the Pacific","China",1910,"MF",3.78,0.20,0.01
83,"CHN","Asia and the Pacific","China",1915,"MF",5.31,0.23,0.02
83,"CHN","Asia and the Pacific","China",1920,"MF",7.40,0.38,0.03
83,"CHN","Asia and the Pacific","China",1925,"MF",11.10,0.61,0.03
83,"CHN","Asia and the Pacific","China",1930,"MF",17.67,0.84,0.05
83,"CHN","Asia and the Pacific","China",1935,"MF",22.21,0.91,0.08
83,"CHN","Asia and the Pacific","China",1940,"MF",19.62,1.27,0.10
83,"CHN","Asia and the Pacific","China",1945,"MF",30.99,1.73,0.28
83,"CHN","Asia and the Pacific","China",1950,"MF",32.90,2.51,0.25
83,"CHN","Asia and the Pacific","China",1955,"MF",56.40,6.55,0.49
83,"CHN","Asia and the Pacific","China",1960,"MF",68.19,20.58,0.67
83,"CHN","Asia and the Pacific","China",1965,"MF",68.19,23.52,0.79
83,"CHN","Asia and the Pacific","China",1970,"MF",68.19,23.52,0.93
83,"CHN","Asia and the Pacific","China",1975,"MF",96.53,46.06,1.10
83,"CHN","Asia and the Pacific","China",1980,"MF",80.44,46.06,1.30
83,"CHN","Asia and the Pacific","China",1985,"MF",95.00,38.22,2.90
83,"CHN","Asia and the Pacific","China",1990,"MF",98.00,47.04,2.90
83,"CHN","Asia and the Pacific","China",1995,"MF",99.00,65.66,5.30
83,"CHN","Asia and the Pacific","China",2000,"MF",100.00,58.00,8.00
83,"CHN","Asia and the Pacific","China",2005,"MF",100.00,67.00,18.00
83,"CHN","Asia and the Pacific","China",2010,"MF",100.00,83.00,23.00
132,"FJI","Asia and the Pacific","Fiji",1820,"MF",0.14,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1825,"MF",0.18,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1830,"MF",0.25,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1835,"MF",0.33,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1840,"MF",0.45,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1845,"MF",0.60,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1850,"MF",0.81,0.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1855,"MF",1.08,0.01,0.00
132,"FJI","Asia and the Pacific","Fiji",1860,"MF",1.45,0.01,0.00
132,"FJI","Asia and the Pacific","Fiji",1865,"MF",1.94,0.01,0.00
132,"FJI","Asia and the Pacific","Fiji",1870,"MF",2.59,0.02,0.01
132,"FJI","Asia and the Pacific","Fiji",1875,"MF",3.46,0.03,0.01
132,"FJI","Asia and the Pacific","Fiji",1880,"MF",4.60,0.04,0.01
132,"FJI","Asia and the Pacific","Fiji",1885,"MF",6.08,0.05,0.01
132,"FJI","Asia and the Pacific","Fiji",1890,"MF",8.02,0.07,0.02
132,"FJI","Asia and the Pacific","Fiji",1895,"MF",10.49,0.10,0.02
132,"FJI","Asia and the Pacific","Fiji",1900,"MF",13.62,0.14,0.03
132,"FJI","Asia and the Pacific","Fiji",1905,"MF",17.51,0.19,0.05
132,"FJI","Asia and the Pacific","Fiji",1910,"MF",22.22,0.27,0.06
132,"FJI","Asia and the Pacific","Fiji",1915,"MF",27.77,0.38,0.09
132,"FJI","Asia and the Pacific","Fiji",1920,"MF",34.12,0.53,0.12
132,"FJI","Asia and the Pacific","Fiji",1925,"MF",41.09,0.74,0.16
132,"FJI","Asia and the Pacific","Fiji",1930,"MF",48.47,1.03,0.22
132,"FJI","Asia and the Pacific","Fiji",1935,"MF",42.14,1.43,0.30
132,"FJI","Asia and the Pacific","Fiji",1940,"MF",52.21,1.99,0.41
132,"FJI","Asia and the Pacific","Fiji",1945,"MF",69.79,2.75,0.55
132,"FJI","Asia and the Pacific","Fiji",1950,"MF",85.20,3.81,0.91
132,"FJI","Asia and the Pacific","Fiji",1955,"MF",87.60,5.07,1.07
132,"FJI","Asia and the Pacific","Fiji",1960,"MF",73.91,12.75,0.00
132,"FJI","Asia and the Pacific","Fiji",1965,"MF",73.91,17.00,0.00
132,"FJI","Asia and the Pacific","Fiji",1970,"MF",91.30,44.20,0.90
132,"FJI","Asia and the Pacific","Fiji",1975,"MF",100.00,56.10,2.90
132,"FJI","Asia and the Pacific","Fiji",1980,"MF",100.00,67.34,2.40
132,"FJI","Asia and the Pacific","Fiji",1985,"MF",100.00,49.68,3.20
132,"FJI","Asia and the Pacific","Fiji",1990,"MF",100.00,56.12,12.80
132,"FJI","Asia and the Pacific","Fiji",1995,"MF",99.00,58.88,14.00
132,"FJI","Asia and the Pacific","Fiji",2000,"MF",98.82,75.86,15.00
132,"FJI","Asia and the Pacific","Fiji",2005,"MF",100.00,88.51,16.00
132,"FJI","Asia and the Pacific","Fiji",2010,"MF",100.00,84.31,62.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1820,"MF",1.23,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1825,"MF",1.53,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1830,"MF",1.89,0.01,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1835,"MF",2.34,0.02,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1840,"MF",2.90,0.02,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1845,"MF",3.58,0.03,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1850,"MF",4.41,0.04,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1855,"MF",5.42,0.05,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1860,"MF",6.66,0.07,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1865,"MF",8.15,0.09,0.00
84,"HKG","Asia and the Pacific","Hong Kong, China",1870,"MF",9.93,0.12,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1875,"MF",12.06,0.16,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1880,"MF",14.57,0.21,0.01
84,"HKG","Asia and the Pacific","Hong Kong, China",1885,"MF",17.50,0.28,0.02
84,"HKG","Asia and the Pacific","Hong Kong, China",1890,"MF",20.87,0.36,0.03
84,"HKG","Asia and the Pacific","Hong Kong, China",1895,"MF",18.15,0.48,0.04
